word,max_lem_cat,max_lem_lemma,marking
fruto,NOUN,fruto,
frutos,NOUN,fruto,
fuego,NOUN,fuego,
fuegos,NOUN,fuego,
fuente,NOUN,fuente,
fuentes,NOUN,fuente,
lugar,NOUN,lugar,
fuerza,NOUN,fuerza,
fuerzas,NOUN,fuerza,
fuga,NOUN,fuga,
fulano,NOUN,fulano,
función,NOUN,función,
funcionamiento,NOUN,funcionamiento,
funcionario,NOUN,funcionario,
funciones,NOUN,función,
funda,NOUN,funda,
fundación,NOUN,fundación,
fundamento,NOUN,fundamento,
fundamentos,NOUN,fundamento,
funeral,NOUN,funeral,
furgoneta,NOUN,furgoneta,
furia,NOUN,furia,
fusil,NOUN,fusil,
fusión,NOUN,fusión,
fútbol,NOUN,fútbol,
futbolista,NOUN,futbolista,
futuro,NOUN,futuro,
gabinete,NOUN,gabinete,
gafas,NOUN,gafa,
gaita,NOUN,gaita,
gala,NOUN,gala,
galán,NOUN,galán,
galardón,NOUN,galardón,
galaxia,NOUN,galaxia,
galaxias,NOUN,galaxia,
galera,NOUN,galera,
galería,NOUN,galería,
gallardo,NOUN,gallardo,
galleta,NOUN,galleta,
galletas,NOUN,galleta,
galletita,NOUN,galletita,
galletitas,NOUN,galletita,
gallina,NOUN,gallina,
gallinas,NOUN,gallina,
gallinero,NOUN,gallinero,
gallo,NOUN,gallo,
galope,NOUN,galope,
galpón,NOUN,galpón,
gama,NOUN,gama,
ganado,NOUN,ganado,
ganador,NOUN,ganador,
ganancia,NOUN,ganancia,
ganancias,NOUN,ganancia,
ganas,NOUN,gana,
gancho,NOUN,gancho,
ganchos,NOUN,gancho,
ganga,NOUN,ganga,
gangrena,NOUN,gangrena,
ganso,NOUN,ganso,
garabato,NOUN,garabato,
garage,NOUN,garage,
garaje,NOUN,garaje,
garantía,NOUN,garantía,
garbanzos,NOUN,garbanzo,
garganta,NOUN,garganta,
garra,NOUN,garra,
garrafa,NOUN,garrafa,
garras,NOUN,garra,
garrón,NOUN,garrón,
garrote,NOUN,garrote,
garza,NOUN,garza,
gas,NOUN,gas,
gasa,NOUN,gasa,
gaseosa,NOUN,gaseosa,
gases,NOUN,gas,
gasoil,NOUN,gasoil,
gasolina,NOUN,gasolina,
gasta,NOUN,gasta,
gasto,NOUN,gasto,
gastos,NOUN,gasto,
gata,NOUN,gato,H
gatillo,NOUN,gatillo,
gatito,NOUN,gatito,H
gato,NOUN,gato,H
gatos,NOUN,gato,H
gaucho,NOUN,gaucho,H
gauchos,NOUN,gaucho,H
gaviota,NOUN,gaviota,
gel,NOUN,gel,
gelatina,NOUN,gelatina,
gemelo,NOUN,gemelo,
gemelos,NOUN,gemelo,
gemido,NOUN,gemido,
géminis,NOUN,géminis,
gen,NOUN,gen,
genealogía,NOUN,genealogía,
generación,NOUN,generación,
generala,NOUN,generala,
género,NOUN,género,
géneros,NOUN,género,
generosidad,NOUN,generosidad,
genes,NOUN,gen,
genialidad,NOUN,genialidad,
genio,NOUN,genio,
genios,NOUN,genio,
genitales,NOUN,genital,
genocidio,NOUN,genocidio,
gente,NOUN,gente,
gentileza,NOUN,gentileza,
gentilicio,NOUN,gentilicio,
gentío,NOUN,gentío,
geografía,NOUN,geografía,
geometría,NOUN,geometría,
gerente,NOUN,gerente,
germen,NOUN,germen,
gérmenes,NOUN,germen,
gestación,NOUN,gestación,
gestión,NOUN,gestión,
gesto,NOUN,gesto,
gestos,NOUN,gesto,
gigantes,NOUN,gigante,
gil,NOUN,gil,
gimnasia,NOUN,gimnasia,
gimnasio,NOUN,gimnasio,
gira,NOUN,gira,
girasol,NOUN,girasol,
giro,NOUN,giro,
gladiador,NOUN,gladiador,
glamour,NOUN,glamour,
glándula,NOUN,glándula,
globalización,NOUN,globalización,
globo,NOUN,globo,
globos,NOUN,globo,
gloria,NOUN,gloria,
glucosa,NOUN,glucosa,
gluten,NOUN,gluten,
gobernador,NOUN,gobernador,
gobernantes,NOUN,gobernante,
gobierno,NOUN,gobierno,
gobiernos,NOUN,gobierno,
goce,NOUN,goce,
gol,NOUN,gol,
goleador,NOUN,goleador,
goles,NOUN,gol,
golf,NOUN,golf,
golfista,NOUN,golfista,
golondrina,NOUN,golondrina,
golosina,NOUN,golosina,
golosinas,NOUN,golosina,
golpe,NOUN,golpe,
golpeador,NOUN,golpeador,
golpes,NOUN,golpe,
golpiza,NOUN,golpiza,
goma,NOUN,goma,
gomas,NOUN,goma,
gomitas,NOUN,gomita,
google,NOUN,google,
gordura,NOUN,gordura,
gorila,NOUN,gorila,
gorra,NOUN,gorra,
gorrión,NOUN,gorrión,
gorro,NOUN,gorro,
gota,NOUN,gota,
gotas,NOUN,gota,
gourmet,NOUN,gourmet,
gozo,NOUN,gozo,
grabación,NOUN,grabación,
gracia,NOUN,gracia,
grado,NOUN,grado,
grados,NOUN,grado,
graduación,NOUN,graduación,
grafo,NOUN,grafo,
gramática,NOUN,gramática,
gramos,NOUN,gramo,
granada,NOUN,granada,
grandeza,NOUN,grandeza,
granero,NOUN,granero,
granito,NOUN,granito,
granizado,NOUN,granizado,
granizo,NOUN,granizo,
granja,NOUN,granja,
granjero,NOUN,granjero,
grano,NOUN,grano,
granos,NOUN,grano,
grasa,NOUN,grasa,
grasas,NOUN,grasa,
gratificación,NOUN,gratificación,
gratitud,NOUN,gratitud,
gravedad,NOUN,gravedad,
grecia,NOUN,grecia,
gremio,NOUN,gremio,
griegos,NOUN,griego,
grieta,NOUN,grieta,
grillo,NOUN,grillo,
gringo,NOUN,gringo,
gripe,NOUN,gripe,
grito,NOUN,grito,
gritos,NOUN,grito,
grosería,NOUN,grosería,
grupo,NOUN,grupo,
grupo,NOUN,grupo,
personas,NOUN,persona,
grupos,NOUN,grupo,
guacamole,NOUN,guacamole,
guacho,NOUN,guacho,
guadaña,NOUN,guadaña,
guante,NOUN,guante,
guantes,NOUN,guante,
guarda,NOUN,guarda,
guardapolvo,NOUN,guardapolvo,
guardería,NOUN,guardería,
guardia,NOUN,guardia,
guardián,NOUN,guardián,
guarida,NOUN,guarida,
guau,NOUN,guau,
guerra,NOUN,guerra,
guerras,NOUN,guerra,
guerrero,NOUN,guerrero,
guerreros,NOUN,guerrero,
guerrilla,NOUN,guerrilla,
guevara,NOUN,guevara,
guía,NOUN,guía,
guías,NOUN,guía,
guillotina,NOUN,guillotina,
guiño,NOUN,guiño,
guión,NOUN,guión,
guiso,NOUN,guiso,
guita,NOUN,guita,
guitarra,NOUN,guitarra,
gula,NOUN,gula,
gusano,NOUN,gusano,
gusanos,NOUN,gusano,
gusto,NOUN,gusto,
gustos,NOUN,gusto,
habano,NOUN,habano,
haberes,NOUN,haber,
habilidad,NOUN,habilidad,
habilidades,NOUN,habilidad,
habilitación,NOUN,habilitación,
habitación,NOUN,habitación,
habitaciones,NOUN,habitación,
habitante,NOUN,habitante,
habitantes,NOUN,habitante,
hábitat,NOUN,hábitat,
hábito,NOUN,hábito,
hábitos,NOUN,hábito,
hablador,NOUN,hablador,
habladuría,NOUN,habladuría,
habladurías,NOUN,habladuría,
cargo,NOUN,cargo,
hacha,NOUN,hacha,
hada,NOUN,hada,
hadas,NOUN,hada,
halago,NOUN,halago,
halcón,NOUN,halcón,
hallazgo,NOUN,hallazgo,
halley,NOUN,halley,
halloween,NOUN,halloween,
hamaca,NOUN,hamaca,
hambre,NOUN,hambre,
hambruna,NOUN,hambruna,
hamburguesa,NOUN,hamburguesa,
hamster,NOUN,hamster,
haragán,NOUN,haragán,
hardware,NOUN,hardware,
harina,NOUN,harina,
harinas,NOUN,harina,
harry,NOUN,harry,
harta,NOUN,harta,
hartazgo,NOUN,hartazgo,
hastío,NOUN,hastío,
haz,NOUN,haz,
hebilla,NOUN,hebilla,
heces,NOUN,hez,
hechicero,NOUN,hechicero,
hechizo,NOUN,hechizo,
hedor,NOUN,hedor,
heladera,NOUN,heladera,
helado,NOUN,helado,
helecho,NOUN,helecho,
hélice,NOUN,hélice,
helicóptero,NOUN,helicóptero,
helio,NOUN,helio,
hematoma,NOUN,hematoma,
hembra,NOUN,hembra,
hemisferio,NOUN,hemisferio,
hendidura,NOUN,hendidura,
heno,NOUN,heno,
heredero,NOUN,heredero,
herencia,NOUN,herencia,
herida,NOUN,herida,
heridas,NOUN,herida,
heridos,NOUN,herido,
hermana,NOUN,hermano,H
hermanas,NOUN,hermano,H
hermandad,NOUN,hermandad,
hermano,NOUN,hermano,H
hermanos,NOUN,hermano,H
hermosura,NOUN,hermosura,
héroe,NOUN,héroe,
héroes,NOUN,héroe,
heroína,NOUN,heroína,
herradura,NOUN,herradura,
herramienta,NOUN,herramienta,
herramientas,NOUN,herramienta,
herrero,NOUN,herrero,
heterogeneidad,NOUN,heterogeneidad,
híbrido,NOUN,híbrido,
hidrógeno,NOUN,hidrógeno,
hielo,NOUN,hielo,
hiena,NOUN,hiena,
hierba,NOUN,hierba,
hierbas,NOUN,hierba,
hierro,NOUN,hierro,
hierros,NOUN,hierro,
hígado,NOUN,hígado,
higiene,NOUN,higiene,
higo,NOUN,higo,
hija,NOUN,hijo,H
hijas,NOUN,hijo,H
hijastro,NOUN,hijastro,
hijo,NOUN,hijo,H
puta,NOUN,puto,
hijos,NOUN,hijo,H
hilo,NOUN,hilo,
hilos,NOUN,hilo,
himno,NOUN,himno,
hincha,NOUN,hincha,
hinchada,NOUN,hinchada,
hinchazón,NOUN,hinchazón,
hiperactividad,NOUN,hiperactividad,
hipocresía,NOUN,hipocresía,
hipopótamo,NOUN,hipopótamo,
hipoteca,NOUN,hipoteca,
hipótesis,NOUN,hipótesis,
hippies,NOUN,hippie,
histeria,NOUN,histeria,
historia,NOUN,historia,
historias,NOUN,historia,
historieta,NOUN,historieta,
historietas,NOUN,historieta,
hitler,NOUN,hitler,
hito,NOUN,hito,
hobby,NOUN,hobby,
hocico,NOUN,hocico,
hockey,NOUN,hockey,
hogar,NOUN,hogar,
hogares,NOUN,hogar,
hoguera,NOUN,hoguera,
hoja,NOUN,hoja,
hojas,NOUN,hoja,
holanda,NOUN,holanda,
holgura,NOUN,holgura,
holocausto,NOUN,holocausto,
hombre,NOUN,hombre,H
hombres,NOUN,hombre,H
hombro,NOUN,hombro,
hombros,NOUN,hombro,
homenaje,NOUN,homenaje,
homero,NOUN,homero,
homicida,NOUN,homicida,
homicidio,NOUN,homicidio,
homo,NOUN,homo,
homo,NOUN,homo,
homofobia,NOUN,homofobia,
homosexualidad,NOUN,homosexualidad,
honda,ADJECTIVE,hondo,
honestidad,NOUN,honestidad,
hongo,NOUN,hongo,
hongos,NOUN,hongo,
honor,NOUN,honor,
honra,NOUN,honra,
honradez,NOUN,honradez,
hood,NOUN,hood,
hora,NOUN,hora,
horario,NOUN,horario,
horarios,NOUN,horario,
horas,NOUN,hora,
horda,NOUN,horda,
horizonte,NOUN,horizonte,
hormiga,NOUN,hormiga,
hormigas,NOUN,hormiga,
hormiguero,NOUN,hormiguero,
hormona,NOUN,hormona,
hormonas,NOUN,hormona,
horno,NOUN,horno,
horóscopo,NOUN,horóscopo,
horror,NOUN,horror,
hortaliza,NOUN,hortaliza,
hortalizas,NOUN,hortaliza,
hospedaje,NOUN,hospedaje,
hospital,NOUN,hospital,
hospitales,NOUN,hospital,
hospitalidad,NOUN,hospitalidad,
hostia,NOUN,hostia,
hostigamiento,NOUN,hostigamiento,
hostilidad,NOUN,hostilidad,
hot,NOUN,hot,
hotel,NOUN,hotel,
hoyo,NOUN,hoyo,
hoz,NOUN,hoz,
hueco,NOUN,hueco,
huelga,NOUN,huelga,
huella,NOUN,huella,
huellas,NOUN,huella,
huerta,NOUN,huerta,
huerto,NOUN,huerto,
hueso,NOUN,hueso,
huesos,NOUN,hueso,
huésped,NOUN,huésped,
huevo,NOUN,huevo,
huevos,NOUN,huevo,
huida,NOUN,huida,
humanidad,NOUN,humanidad,
humanos,NOUN,humanos,
humedad,NOUN,humedad,
humildad,NOUN,humildad,
humillación,NOUN,humillación,
humillado,NOUN,humillado,
humo,NOUN,humo,
humor,NOUN,humor,
hundimiento,NOUN,hundimiento,
huracán,NOUN,huracán,
hurto,NOUN,hurto,
huso,NOUN,huso,
i,NOUN,i,
iceberg,NOUN,iceberg,
ícono,NOUN,ícono,
ida,NOUN,ida,
idea,NOUN,idea,
ideales,NOUN,ideal,
idealismo,NOUN,idealismo,
ideas,NOUN,idea,
identidad,NOUN,identidad,
identificación,NOUN,identificación,
ideología,NOUN,ideología,
idioma,NOUN,idioma,
idioma,NOUN,idioma,
idiomas,NOUN,idioma,
idiosincrasia,NOUN,idiosincrasia,
idiotez,NOUN,idiotez,
ídolo,NOUN,ídolo,
ídolos,NOUN,ídolo,
iglesia,NOUN,iglesia,
iglesias,NOUN,iglesia,
iglú,NOUN,iglú,
ignición,NOUN,ignición,
ignorancia,NOUN,ignorancia,
igualdad,NOUN,igualdad,
iguana,NOUN,iguana,
ilegalidad,NOUN,ilegalidad,
iluminación,NOUN,iluminación,
ilusión,NOUN,ilusión,
ilusiones,NOUN,ilusión,
ilustración,NOUN,ilustración,
imagen,NOUN,imagen,
imágenes,NOUN,imagen,
imaginación,NOUN,imaginación,
imán,NOUN,imán,
imitación,NOUN,imitación,
impaciencia,NOUN,impaciencia,
impacto,NOUN,impacto,
impedimento,NOUN,impedimento,
imperativo,NOUN,imperativo,
imperialismo,NOUN,imperialismo,
imperio,NOUN,imperio,
ímpetu,NOUN,ímpetu,
importancia,NOUN,importancia,
importe,NOUN,importe,
imposibilidad,NOUN,imposibilidad,
imposición,NOUN,imposición,
impostor,NOUN,impostor,
impotencia,NOUN,impotencia,
imprenta,NOUN,imprenta,
impresión,NOUN,impresión,
impresora,NOUN,impresora,
impronta,NOUN,impronta,
improperio,NOUN,improperio,
imprudencia,NOUN,imprudencia,
impuesto,NOUN,impuesto,
impuestos,NOUN,impuesto,
impulso,NOUN,impulso,
impunidad,NOUN,impunidad,
impuntualidad,NOUN,impuntualidad,
in,NOUN,in,
inacción,NOUN,inacción,
inactividad,NOUN,inactividad,
inca,NOUN,inca,
incambiable,NOUN,incambiable,
incapacidad,NOUN,incapacidad,
incas,NOUN,inca,
incendio,NOUN,incendio,
incentivo,NOUN,incentivo,
incertidumbre,NOUN,incertidumbre,
incesto,NOUN,incesto,
incidente,NOUN,incidente,
inclinación,NOUN,inclinación,
inclusión,NOUN,inclusión,
incoherencia,NOUN,incoherencia,
incomodidad,NOUN,incomodidad,
incompetencia,NOUN,incompetencia,
incomprensión,NOUN,incomprensión,
incomunicación,NOUN,incomunicación,
inconformidad,NOUN,inconformidad,
inconsciencia,NOUN,inconsciencia,
inconsciente,NOUN,inconsciente,
inconveniente,NOUN,inconveniente,
inconvenientes,NOUN,inconveniente,
incordio,NOUN,incordio,
incredulidad,NOUN,incredulidad,
incremento,NOUN,incremento,
incumplimiento,NOUN,incumplimiento,
indecisión,NOUN,indecisión,
independencia,NOUN,independencia,
india,NOUN,india,
indicación,NOUN,indicación,
indicaciones,NOUN,indicación,
indicador,NOUN,indicador,
índice,NOUN,índice,
indicio,NOUN,indicio,
indiferencia,NOUN,indiferencia,
indígenas,NOUN,indígena,
indigencia,NOUN,indigencia,
indignación,NOUN,indignación,
indio,NOUN,indio,
indios,NOUN,indio,
individualidad,NOUN,individualidad,
individualismo,NOUN,individualismo,
individuo,NOUN,individuo,
individuos,NOUN,individuo,
indulgencia,NOUN,indulgencia,
indumentaria,NOUN,indumentaria,
industria,NOUN,industria,
ineficacia,NOUN,ineficacia,
inepto,NOUN,inepto,
inercia,NOUN,inercia,
inestabilidad,NOUN,inestabilidad,
inexistencia,NOUN,inexistencia,
infamia,NOUN,infamia,
infancia,NOUN,infancia,
infante,NOUN,infante,
infantes,NOUN,infante,
infección,NOUN,infección,
infelicidad,NOUN,infelicidad,
inferencia,NOUN,inferencia,
inferioridad,NOUN,inferioridad,
infidelidad,NOUN,infidelidad,
infierno,NOUN,infierno,
infinidad,NOUN,infinidad,
infinito,ADJECTIVE,infinito,
inflación,NOUN,inflación,
inflamación,NOUN,inflamación,
influencia,NOUN,influencia,
información,NOUN,información,
informática,NOUN,informática,
informe,NOUN,informe,
informes,NOUN,informe,
infortunio,NOUN,infortunio,
infracción,NOUN,infracción,
infraestructura,NOUN,infraestructura,
inframundo,NOUN,inframundo,
infusión,NOUN,infusión,
ingeniería,NOUN,ingeniería,
ingeniero,NOUN,ingeniero,
ingenio,NOUN,ingenio,
ingenuidad,NOUN,ingenuidad,
ingesta,NOUN,ingesta,
inglaterra,NOUN,inglaterra,
inglés,NOUN,inglés,
ingleses,NOUN,inglés,
ingrediente,NOUN,ingrediente,
ingredientes,NOUN,ingrediente,
ingreso,NOUN,ingreso,
ingresos,NOUN,ingreso,
iniciativa,NOUN,iniciativa,
inicio,NOUN,inicio,
injuria,NOUN,injuria,
injusticia,NOUN,injusticia,
injusticias,NOUN,injusticia,
inmaculada,NOUN,inmaculada,
inmadurez,NOUN,inmadurez,
inmediatez,NOUN,inmediatez,
inmensidad,NOUN,inmensidad,
inmigrantes,NOUN,inmigrante,
inmovilidad,NOUN,inmovilidad,
inmunidad,NOUN,inmunidad,
innovación,NOUN,innovación,
innovador,NOUN,innovador,
inocencia,NOUN,inocencia,
inoperancia,NOUN,inoperancia,
inquietud,NOUN,inquietud,
inquilino,NOUN,inquilino,
inquisición,NOUN,inquisición,
insatisfacción,NOUN,insatisfacción,
insecto,NOUN,insecto,
insectos,NOUN,insecto,
inseguridad,NOUN,inseguridad,
insignia,NOUN,insignia,
insistencia,NOUN,insistencia,
insolente,NOUN,insolente,
insomnio,NOUN,insomnio,
inspección,NOUN,inspección,
inspector,NOUN,inspector,
inspiración,NOUN,inspiración,
instancia,NOUN,instancia,
instante,NOUN,instante,
instantes,NOUN,instante,
instinto,NOUN,instinto,
institución,NOUN,institución,
instituciones,NOUN,institución,
instituto,NOUN,instituto,
instrucción,NOUN,instrucción,
instrucciones,NOUN,instrucción,
instructor,NOUN,instructor,
instrumento,NOUN,instrumento,
instrumento,NOUN,instrumento,
instrumentos,NOUN,instrumento,
insuficiencia,NOUN,insuficiencia,
insulina,NOUN,insulina,
insulto,NOUN,insulto,
insultos,NOUN,insulto,
insumos,NOUN,insumo,
integración,NOUN,integración,
integridad,NOUN,integridad,
intelecto,NOUN,intelecto,
inteligencia,NOUN,inteligencia,
intemperie,NOUN,intemperie,
intención,NOUN,intención,
intendencia,NOUN,intendencia,
intendente,NOUN,intendente,
intensidad,NOUN,intensidad,
intento,NOUN,intento,
interacción,NOUN,interacción,
intercambio,NOUN,intercambio,
interés,NOUN,interés,
intereses,NOUN,interés,
interior,NOUN,interior,
internación,NOUN,internación,
internet,NOUN,internet,
interpretación,NOUN,interpretación,
interrogación,NOUN,interrogación,
interrogante,NOUN,interrogante,
interrogatorio,NOUN,interrogatorio,
interrupción,NOUN,interrupción,
intersección,NOUN,intersección,
intervención,NOUN,intervención,
intestino,NOUN,intestino,
intestinos,NOUN,intestino,
intimidad,NOUN,intimidad,
intolerancia,NOUN,intolerancia,
intoxicación,NOUN,intoxicación,
intranquilidad,NOUN,intranquilidad,
intriga,NOUN,intriga,
introducción,NOUN,introducción,
introspección,NOUN,introspección,
intuición,NOUN,intuición,
inundación,NOUN,inundación,
inutilidad,NOUN,inutilidad,
inválido,NOUN,inválido,
invasión,NOUN,invasión,
invasor,NOUN,invasor,
invención,NOUN,invención,
inventiva,NOUN,inventiva,
invento,NOUN,invento,
inventor,NOUN,inventor,
inventos,NOUN,invento,
inversión,NOUN,inversión,
investigación,NOUN,investigación,
investigador,NOUN,investigador,
investigadores,NOUN,investigador,
invierno,NOUN,invierno,
invisibilidad,NOUN,invisibilidad,
invitación,NOUN,invitación,
involución,NOUN,involución,
inyección,NOUN,inyección,
ira,NOUN,ira,
iris,NOUN,iris,
irlanda,NOUN,irlanda,
ironía,NOUN,ironía,
irracionalidad,NOUN,irracionalidad,
irrealidad,NOUN,irrealidad,
irregularidad,NOUN,irregularidad,
irresponsabilidad,NOUN,irresponsabilidad,
irrigación,NOUN,irrigación,
irritabilidad,NOUN,irritabilidad,
irritación,NOUN,irritación,
isla,NOUN,isla,
islas,NOUN,isla,
israel,NOUN,israel,
italia,NOUN,italia,
italiano,NOUN,italiano,
ítem,NOUN,ítem,
ítems,NOUN,ítem,
itinerario,NOUN,itinerario,
iva,NOUN,iva,
izquierda,ADJECTIVE,izquierda,
jabalí,NOUN,jabalí,
jabalina,NOUN,jabalina,
jabón,NOUN,jabón,
jair,NOUN,jair,
jaja,NOUN,jaja,
jalea,NOUN,jalea,
jamón,NOUN,jamón,
jamón,NOUN,jamón,
queso,NOUN,queso,
japón,NOUN,japón,
jaqueca,NOUN,jaqueca,
jarabe,NOUN,jarabe,
jardín,NOUN,jardín,
jardinería,NOUN,jardinería,
jardinero,NOUN,jardinero,
jardines,NOUN,jardín,
jarra,NOUN,jarra,
jarro,NOUN,jarro,
jarrón,NOUN,jarrón,
jaula,NOUN,jaula,
jazmín,NOUN,jazmín,
jean,NOUN,jean,
jeans,NOUN,jeans,
jeep,NOUN,jeep,
jefa,NOUN,jefa,
jefatura,NOUN,jefatura,
jefe,NOUN,jefe,
jefes,NOUN,jefe,
jerarquía,NOUN,jerarquía,
jerga,NOUN,jerga,
jeringa,NOUN,jeringa,
jesucristo,NOUN,jesucristo,
jesús,NOUN,jesús,
jet,NOUN,jet,
jinete,NOUN,jinete,
jirafa,NOUN,jirafa,
jodedor,NOUN,jodedor,
jolgorio,NOUN,jolgorio,
jorge,NOUN,jorge,
jornada,NOUN,jornada,
jornal,NOUN,jornal,
joroba,NOUN,joroba,
josé,NOUN,josé,
jota,NOUN,jota,
jóvenes,NOUN,joven,
joya,NOUN,joya,
joyas,NOUN,joya,
joyería,NOUN,joyería,
joyero,NOUN,joyero,
juan,NOUN,juan,
juana,NOUN,juana,
jubilación,NOUN,jubilación,
jubilado,NOUN,jubilado,
júbilo,NOUN,júbilo,
judíos,NOUN,judío,
judo,NOUN,judo,
jueces,NOUN,juez,
juego,NOUN,juego,
juegos,NOUN,juego,
juerga,NOUN,juerga,
jueves,NOUN,jueves,
juez,NOUN,juez,
jugada,NOUN,jugada,
jugador,NOUN,jugador,
jugadores,NOUN,jugador,
jugo,NOUN,jugo,
jugos,NOUN,jugo,
juguete,NOUN,juguete,
juguetes,NOUN,juguete,
juicio,NOUN,juicio,
juicios,NOUN,juicio,
julia,NOUN,julia,
junco,NOUN,junco,
jungla,NOUN,jungla,
junior,NOUN,junior,
junta,NOUN,junta,
jurado,NOUN,jurado,
juramento,NOUN,juramento,
justicia,NOUN,justicia,
justificación,NOUN,justificación,
juventud,NOUN,juventud,
karate,NOUN,karate,
karma,NOUN,karma,
ketchup,NOUN,ketchup,
kilo,NOUN,kilo,
kilogramo,NOUN,kilogramo,
kilómetros,NOUN,kilómetro,
kilos,NOUN,kilo,
kiosco,NOUN,kiosco,
kiwi,NOUN,kiwi,
koala,NOUN,koala,
vida,NOUN,vida,
laberinto,NOUN,laberinto,
labia,NOUN,labia,
labio,NOUN,labio,
labios,NOUN,labio,
labor,NOUN,labor,
laboratorio,NOUN,laboratorio,
labores,NOUN,labor,
labrador,NOUN,labrador,
lacio,NOUN,lacio,
lacra,NOUN,lacra,
lactancia,NOUN,lactancia,
ladera,NOUN,ladera,
lado,NOUN,lado,
lados,NOUN,lado,
ladrido,NOUN,ladrido,
ladrillo,NOUN,ladrillo,
ladrillos,NOUN,ladrillo,
ladrón,NOUN,ladrón,
ladrones,NOUN,ladrón,
lagartija,NOUN,lagartija,
lagarto,NOUN,lagarto,
lago,NOUN,lago,
lagos,NOUN,lagos,
lágrima,NOUN,lágrima,
lágrimas,NOUN,lágrima,
laguna,NOUN,laguna,
lamento,NOUN,lamento,
lámina,NOUN,lámina,
lámpara,NOUN,lámpara,
lamparita,NOUN,lamparita,
lana,NOUN,lana,
lanas,NOUN,lana,
lancha,NOUN,lancha,
langosta,NOUN,langosta,
lanzamiento,NOUN,lanzamiento,
lapicera,NOUN,lapicera,
lápices,NOUN,lápiz,
lápida,NOUN,lápida,
lápiz,NOUN,lápiz,
lapso,NOUN,lapso,
larva,NOUN,larva,
láser,NOUN,láser,
lástima,NOUN,lástima,
lastimadura,NOUN,lastimadura,
lastimaduras,NOUN,lastimadura,
lata,NOUN,lata,
latas,NOUN,lata,
látex,NOUN,látex,
latido,NOUN,latido,
latidos,NOUN,latido,
látigo,NOUN,látigo,
latín,NOUN,latín,
latina,NOUN,latina,
latinoamérica,NOUN,latinoamérica,
latitud,NOUN,latitud,
lavabo,NOUN,lavabo,
lavanda,NOUN,lavanda,
lavandería,NOUN,lavandería,
lavaplatos,NOUN,lavaplatos,
lavarropas,NOUN,lavarropas,
lazo,NOUN,lazo,
lazos,NOUN,lazo,
leales,NOUN,leal,
lealtad,NOUN,lealtad,
lección,NOUN,lección,
leche,NOUN,leche,
lecho,NOUN,lecho,
lechuza,NOUN,lechuza,
lector,NOUN,lector,
lectura,NOUN,lectura,
lecturas,NOUN,lectura,
lee,NOUN,lee,
legado,NOUN,legado,
legalidad,NOUN,legalidad,
legislación,NOUN,legislación,
legislador,NOUN,legislador,
legisladores,NOUN,legislador,
lego,NOUN,lego,
legumbre,NOUN,legumbre,
legumbres,NOUN,legumbre,
lejanía,NOUN,lejanía,
lencería,NOUN,lencería,
lengua,NOUN,lengua,
lenguado,NOUN,lenguado,
lenguaje,NOUN,lenguaje,
lenguas,NOUN,lengua,
lente,NOUN,lente,
lenteja,NOUN,lenteja,
lentejas,NOUN,lenteja,
lentes,NOUN,lente,
lentitud,NOUN,lentitud,
leña,NOUN,leña,
leñador,NOUN,leñador,
leo,NOUN,leo,
león,NOUN,león,
leona,NOUN,leona,
leones,NOUN,leone,
leopardo,NOUN,leopardo,
lepra,NOUN,lepra,
lesión,NOUN,lesión,
lesiones,NOUN,lesión,
letargo,NOUN,letargo,
letra,NOUN,letra,
letrado,NOUN,letrado,
letras,NOUN,letra,
levadura,NOUN,levadura,
levante,NOUN,levante,
léxico,NOUN,léxico,
ley,NOUN,ley,
leyenda,NOUN,leyenda,
leyendas,NOUN,leyenda,
leyes,NOUN,ley,
liana,NOUN,liana,
libélula,NOUN,libélula,
liberación,NOUN,liberación,
liberalismo,NOUN,liberalismo,
libertad,NOUN,libertad,
libertinaje,NOUN,libertinaje,
libido,NOUN,libido,
libra,NOUN,libra,
librería,NOUN,librería,
libreta,NOUN,libreta,
libreto,NOUN,libreto,
libro,NOUN,libro,
libros,NOUN,libro,
licencia,NOUN,licencia,
liceo,NOUN,liceo,
licor,NOUN,licor,
licuado,NOUN,licuado,
licuadora,NOUN,licuadora,
líder,NOUN,líder,
liderazgo,NOUN,liderazgo,
líderes,NOUN,líder,
liebre,NOUN,liebre,
liendre,NOUN,liendre,
lienzo,NOUN,lienzo,
liga,NOUN,liga,
ligereza,NOUN,ligereza,
light,NOUN,light,
lija,NOUN,lija,
lila,NOUN,lila,
lima,NOUN,lima,
limitación,NOUN,limitación,
limitaciones,NOUN,limitación,
límite,NOUN,límite,
límites,NOUN,límite,
limón,NOUN,limón,
limosna,NOUN,limosna,
limpiador,NOUN,limpiador,
limpieza,NOUN,limpieza,
limusina,NOUN,limusina,
linaje,NOUN,linaje,
lince,NOUN,lince,
lindas,ADJECTIVE,lindo,
lindo,ADJECTIVE,lindo,
lindura,NOUN,lindura,
línea,NOUN,línea,
líneas,NOUN,línea,
lino,NOUN,lino,
linterna,NOUN,linterna,
lío,NOUN,lío,
líos,NOUN,lío,
liquidación,NOUN,liquidación,
líquido,NOUN,líquido,
líquidos,NOUN,líquido,
lisa,NOUN,lisa,
listado,NOUN,listado,
listas,NOUN,lista,
listón,NOUN,listón,
literatura,NOUN,literatura,
litigio,NOUN,litigio,
litro,NOUN,litro,
